person_id,w_I,w_E,w_U,aI_pos,aI_neg,a_E,a_U,neg_log_lik
13,0.29372001432821104,2.1452301812728862e-07,1.4999999996439533,0.8744987802868897,0.8894179089400451,0.0002186660799567124,4.919117454816114e-12,6.523934332366194
18,0.4347529225251141,1.499997641440663,1.4999999999999474,0.052863262953414744,0.049558280246193416,2.9614046809593746e-16,2.5533614060089878e-09,4.261319908783995
0,7.994615324338286e-06,1.4999938384420564,1.1063496087317057,0.0016700307474655591,0.0019520457358675682,0.48958698003729856,0.9999964838826779,3.308667165983972
40,9.404863228390477e-06,1.4999933322609538,1.2002927546270074e-05,0.0028035027198686615,0.0026872478702635455,0.029807688267726885,0.00019897438002879726,8.948736751189228
8,1.024474672778147,1.4999999200097411,1.4999968235423369,0.03001334856756922,0.030099002181018405,0.09987431893385826,0.10284788983316583,2.925232765236031
21,0.3807713966392323,0.0,1.4999999272014977,4.4258664180467945e-31,1.0,0.0,0.0,6.73213028829112
47,7.281690063963435e-06,1.3799566200152252e-05,1.499943578709374,0.006175445349301665,0.004888133042041365,0.00547326074698928,2.326003682363876e-06,5.445182853675622
41,0.9130509078068978,1.4999999082445767,1.4999982433549517,0.0380349635717781,0.03608760800934407,0.7503181445730033,0.07057234025004418,2.9055568439572195
5,3.672340289330277e-08,1.4999998369265488,0.3370772008824802,0.008874989362725582,0.011791756283474933,0.3154536364575809,0.1848155360328981,6.838502113038989
6,1.4999940624151384,6.400453553036565e-14,1.358751738139105,2.1948187731039732e-10,1.841341566783434e-08,4.1798091494253705e-09,0.6397747185883298,8.397638487371184
27,2.1862914929936426e-07,1.038813142190556,1.499999213366923,0.0022668052142968817,0.0014976451745617985,0.19556866286776364,0.11304555675418672,3.2614683285960564
24,1.499999998427553,2.8401754605588023e-06,0.6957960692749064,0.06577494734437389,0.06549256220523895,0.10720402759518997,0.19536950805599246,2.6176276404588217
31,0.0001256826521602427,0.3805906372927377,0.6055299923831201,0.001480027906905976,0.0015390445008537988,0.5999030073732102,0.9999916409751752,5.043363415760003
15,1.4998820311033079,1.4999954160297477,3.857924299165857e-05,9.430648492235977e-08,2.1859710204257206e-08,3.0165767064734433e-07,0.3887616498018885,5.658384099185525
26,4.668332125837032e-08,0.34553865539923345,1.5,0.8502124271496734,0.19326486374148974,0.9748323066965281,1.2440669762379033e-117,7.811297882543571
7,1.972391959920086e-22,1.4999993784309813,1.5,2.26286477233845e-09,1.4407822038068915e-09,3.131635118267664e-24,0.5085387575997494,3.9498708712280175
20,1.499999586194789,1.4999999994798165,2.8643827497690226e-07,0.03372068327794891,0.03314492695615195,0.3332522695633082,0.11856965418910702,2.47664918315662
48,6.70711200571192e-07,0.33742711739686393,1.4940404961722595e-05,0.0021987711384789514,0.002489616647483464,0.999997969995897,0.00017605229058489645,5.876322297837464
23,0.7626785415519937,1.499999999819501,1.4999999982783985,1.1194235655321699e-08,6.750075913232642e-09,0.0551500873178181,0.1324948550822977,6.606896988595803
44,0.2608527538440495,0.00016438483249494806,0.00018360302636582606,1.578443757888662e-06,1.573114174382467e-06,0.00241237124117928,0.0017118191088149053,6.961402841209999
36,1.8094416044192984e-06,1.9427777530055947e-05,1.4999982818937259,5.602939699149952e-05,5.6263373939631694e-05,1.760746404235381e-06,0.18353715736566023,4.7589561072473785
43,6.072169891062768e-07,0.2695738464217331,0.4257902539157775,0.0025240731117653382,0.002091481904377723,0.3241504533016921,7.63182484291582e-07,6.643762217678845
25,0.7421699069825327,0.21385313516528665,3.0716499640493245e-30,0.702590071575871,6.021976661667249e-19,0.44767625303548075,0.9997426614920302,5.579043961837844
37,0.26180208164012064,0.6198962359692421,2.4372911056999844e-06,0.5862775784673412,0.5936627824442468,0.2802264038919494,2.2920922306861431e-07,7.804685825212281
39,0.5438261962019165,1.4999996201704584,1.4999999999917846,1.8725827198787088e-08,0.4348112177952029,5.429872686089313e-08,1.2934116082274792e-07,4.394250930294904
32,0.5569259118607236,1.4999999866253635,0.6455899902570279,0.04377500356859442,0.04374821380567756,0.2652373885189278,0.207304743507584,2.141002172453325
