person_id,w_I_mean,w_I_std,w_E_mean,w_E_std,w_U_mean,w_U_std,aI_pos_mean,aI_pos_std,aI_neg_mean,aI_neg_std,a_E_mean,a_E_std,a_U_mean,a_U_std,true_w_I,true_w_E,true_w_U,true_aI_pos,true_aI_neg,true_a_E,true_a_U
22,0.8335430384582669,0.2673955144057631,0.6131939316741378,0.23915912612262694,0.6230628501461936,0.19886317062433348,0.7294472062143835,0.16316614832588913,0.5239443542250608,0.169037903716033,0.4331697681740121,0.15840530668296557,0.522868578066053,0.16803387153105875,0.7023457606234802,0.4844936495730189,0.5210164542705094,0.2280814882296617,0.0672345808478146,0.2721121967693096,0.0562935079856775
23,0.8284356875452211,0.27716774149548856,0.6121487979000203,0.23664952025590424,0.6190000918302498,0.21019004467474584,0.7297521994104841,0.16053244503946476,0.5214987793608641,0.16753516990165354,0.436941442259248,0.16489427564488915,0.5290461753078898,0.1595225179874825,0.5440226954290981,0.6591824268545319,0.7992800453138418,0.0957129235087271,0.1944439182467538,0.2700193104848396,0.2435120888830951
24,0.827619104441017,0.2734374427182638,0.6071882496709066,0.2319427326039579,0.6182737108130503,0.19959335931817274,0.733010050027406,0.1623008204924846,0.5213955101836161,0.17172219499135533,0.4415688986570967,0.1680388671855527,0.5269657813465125,0.16307211862638438,0.3939168976687077,0.5201055628845124,0.7701083995676916,0.2198882913940844,0.1465487188923276,0.0549143277510418,0.2646343745465291
25,0.8292383466852601,0.2716372582719687,0.6103924062169224,0.23477245406579977,0.6112917910837585,0.20335186455850054,0.7346018727296291,0.15575111711045034,0.5234508081379206,0.17217517072388322,0.4383151985915392,0.16178478871306856,0.5215758109610493,0.16107838188251927,0.8476579296493147,0.7074387561867954,0.5753268995416121,0.0951973614314784,0.2427728416715017,0.1382829291113425,0.2096991211747733
26,0.8436785861789403,0.2679083322983221,0.6145024627421342,0.2458305364973741,0.6188989564961646,0.20839361408732185,0.7285501876229307,0.16032862460132735,0.5222333506770444,0.16781163520477455,0.4305129535961958,0.1641610963625933,0.525445739297731,0.16212301937303575,0.6866937159131419,0.8250251715803492,0.7347663396694819,0.2076147655197907,0.2177606035724934,0.0993426276267721,0.223198176944816
27,0.8384005235650327,0.26992515676052764,0.6182721769268017,0.2374099060741686,0.6148580498955447,0.20518031238482362,0.7292635763265173,0.15997385294201247,0.525667938914261,0.1709966458397191,0.4388830668003398,0.1663545184309949,0.5283412195890377,0.1609339819196603,0.2228236140046105,0.6877402725569622,0.7460704549344854,0.1160911572107666,0.2463425280063982,0.1776563955176088,0.1711688886530171
28,0.8309976037286552,0.27966015697509167,0.6202407432200066,0.23671242651462973,0.6094282044638194,0.19813977165385255,0.7274101795538394,0.1605665930136115,0.5255542757843222,0.16715143913998623,0.43950685781955323,0.16111142233957182,0.5254063145046183,0.16023942213732476,0.8953646781264404,0.5372571335705216,0.2804845924024752,0.0526852926148016,0.224384414885358,0.0846739586191997,0.1273364763001007
29,0.8330615850989681,0.2674291912437352,0.6057286795955684,0.22845088827637178,0.6054876996154073,0.20190613505673,0.7364255196651196,0.14855881552711536,0.5244679317516854,0.16925986712099814,0.4388845526956323,0.16407681019035494,0.5227825700401628,0.162937105280766,0.6540059061178805,0.2315035571143402,0.2950775431023666,0.165064265870619,0.2337259373138077,0.1616179229081027,0.0535326121001741
30,0.8216659258404703,0.2749826205081971,0.630212094845702,0.23474727184472813,0.6180643248958899,0.19692151223273083,0.7271377898082055,0.16301782900155581,0.520095654862461,0.17102764066105655,0.4354734315361646,0.15684314410662914,0.53012093061665,0.1606907564101654,0.7156046597492249,0.3698215359197395,0.3214113809281289,0.0509566560526601,0.1867522160252425,0.0804177142430995,0.2915871133254226
31,0.8290500247731677,0.27794093139108633,0.6226950882184487,0.23578921849374268,0.627482057129307,0.21389694777162035,0.7327930426933815,0.15392672548035047,0.5284215789792926,0.17210325630778114,0.4299113745242815,0.15974172781286744,0.5265882453034267,0.16148017616181867,0.8415481557095568,0.6799222906353475,0.8956465697635592,0.0531001162995224,0.0802240872400064,0.2581562416788148,0.1961670592959259
32,0.8407562183562921,0.2714626321387383,0.6191413119741057,0.23973436870922848,0.6215905659712029,0.19712775500578258,0.7342138436830313,0.1582998204396671,0.5223876492220987,0.16974246006550692,0.43532895668034205,0.16323281428155287,0.5259844749462279,0.16397922623857206,0.4031964292749566,0.2302964171102235,0.3607912897742649,0.0667312741689671,0.0601995006722361,0.1893450617224598,0.2676667297362728
33,0.8322476674153061,0.27322453700256244,0.6208653717953266,0.23691453940055263,0.6132459917622848,0.2029784785094145,0.7364780725723035,0.15203144057087184,0.5222419732497153,0.17234089102971897,0.43737043045911184,0.16539335445770328,0.5213293871216691,0.1637315347926994,0.4057549614829456,0.6515809430671209,0.7125063782321408,0.1839442975915983,0.1286236572007392,0.1620858580799669,0.0899321063811166
34,0.8356029074728699,0.26914713101903337,0.6207808927652217,0.24059780389185811,0.6072605183935266,0.19321758886854967,0.7318683031944575,0.1585267232478604,0.5307045438015978,0.1703267162277275,0.43905997599605995,0.16711268694268883,0.5270801202434834,0.1631006165060874,0.4063225971840216,0.6106674236631886,0.7916565277975003,0.1466850013371822,0.0702113541138135,0.129420640608204,0.0514443787548328
35,0.8286560918875137,0.27249997230367695,0.6178422897354388,0.24125970182097384,0.6129795535352869,0.1966133330140105,0.7338870626547489,0.15397311542457678,0.5265831090744035,0.17285618765151842,0.4383327336511558,0.16287790125016274,0.5248710646089161,0.16313302294059973,0.6567922821018897,0.4372408409983447,0.8433155427443852,0.0718475674361986,0.1412369309412959,0.1706090750436636,0.0883422579218107
36,0.8274921564636896,0.2774079674050868,0.6245811666333202,0.23691956481780344,0.6237709313810235,0.20807666313913625,0.736345983799457,0.15088724110826807,0.526741428593813,0.16923921057627486,0.4390463862058898,0.16230809901586496,0.5258972583535342,0.1609491257322491,0.803880680809151,0.9765601895110604,0.5456475912989434,0.0977350010351535,0.0976295860075426,0.1475363204058792,0.1539089986983676
37,0.8278774183106741,0.2797746305124078,0.6100766210887804,0.25014231489931144,0.6189143039670533,0.19854585688918971,0.7330743425561956,0.15622110880405846,0.5201310619954004,0.1710583136050512,0.43518821615623543,0.16473579962634388,0.5287576361225151,0.16385298132118145,0.7716719582362537,0.8532284190061403,0.892377513125802,0.1922372875632218,0.1262778246049758,0.2378290025480883,0.0653020011103556
38,0.8394984566329281,0.2738041785775513,0.6151211209543218,0.23578524765458583,0.6173943400013209,0.19939377243553744,0.7338333765191493,0.15617416046389448,0.5288737190260387,0.1685777609471198,0.4379245916324862,0.1605678506550697,0.5237359516449964,0.16035258730836252,0.9739410286461484,0.3789591885750239,0.3459150622360732,0.1000916161468032,0.2134307354023367,0.057518388367167,0.0741178477673077
39,0.8357455228926963,0.2742639358769455,0.6167394989375408,0.23663617228975384,0.6191299842431721,0.1977162845983194,0.7308988799154718,0.16169807223805466,0.5289160640517866,0.17226172388486355,0.43902455175905614,0.16246813068132415,0.5284468524741308,0.16169247745847695,0.907713783027332,0.2274989239311615,0.7132594801242704,0.185687784289525,0.104686621767654,0.1855636097608689,0.2810959231774856
40,0.833758073451457,0.27545328000236186,0.611437266418661,0.23714023206909052,0.6224495892780985,0.21282371286557722,0.73337132574513,0.15418581781037138,0.5297157343396032,0.17849785872859317,0.4364848131482727,0.15829563659510462,0.524155201352685,0.15776535231038716,0.7946231539370858,0.8077553331589664,0.580190731696383,0.1917104045035455,0.2329409356467453,0.081818159693915,0.2677064942258531
41,0.8341902585259782,0.2743843517351814,0.6292680792821557,0.23777569806724325,0.622948594527903,0.19773071609568163,0.7301467811422699,0.15375199150558663,0.5237694164034057,0.17065163368594397,0.439685766908276,0.16482886004557967,0.5285556118749125,0.15924841409766302,0.7971740711682205,0.2737942228956361,0.4901735086326464,0.0650174525768001,0.1121259994992518,0.0938964555235798,0.2139814654262942
42,0.8394924138365178,0.27133010820263126,0.6200598550895593,0.23269358906589369,0.6144461377585057,0.20139131086990988,0.7317976434235162,0.15822426603949877,0.526520018499729,0.17466772551220766,0.4355974419154518,0.16169542384377605,0.5306138807732721,0.1609910830541656,0.6147390708893292,0.6075904673734077,0.223227322698257,0.2395672552622782,0.1480853331433845,0.166879401007675,0.1576553236816079
43,0.8319546664512124,0.2707265835894979,0.6180490662250466,0.24786314378416371,0.6309766169156212,0.20425103877727036,0.7281934548172726,0.1611966903090225,0.5255330728311151,0.17046552420333086,0.43613156344806925,0.16249468676088613,0.5268580539880929,0.16289527877717444,0.3247147097694856,0.7646969028107231,0.2741050433891788,0.2170015853456582,0.0755588837787147,0.1608271711823583,0.2590787995512386
44,0.8307666398634833,0.2730701279636155,0.6215286085636523,0.23346165359976792,0.6142823387223741,0.19796186651243333,0.7344070549178291,0.15363892918209346,0.5220493256544902,0.17105472566937335,0.43737444511436524,0.16176339049573263,0.528711748652602,0.157101741875651,0.2202108839694473,0.7630290907576598,0.5700653627420722,0.1301053126932882,0.2312091196012902,0.0744244750247465,0.1228691203803414
45,0.8283616925222466,0.2701923613489221,0.614538109307683,0.24057761674782502,0.6187230310372679,0.20102146748520006,0.7284419810838567,0.15909016673523652,0.5266757119520294,0.1728954597107312,0.4402859122398987,0.165383065303938,0.5250525432453372,0.16439197727296795,0.2434404830729246,0.7586041462777195,0.542680315215117,0.2356259759936494,0.0755289278768153,0.2404805790433587,0.0609228155618516
46,0.8328544024659547,0.27746965995133865,0.6113546157568508,0.24335181092167102,0.6184773474486565,0.20169783807447667,0.7273918157198549,0.1593674275075753,0.5196770155667532,0.16909699146714796,0.44018909656853655,0.16426721198895192,0.5307581156205053,0.15716219559866232,0.984173373812425,0.6509227172400407,0.2870419898337588,0.1368480704551091,0.0879617225883545,0.1857679577950631,0.052075533120512
47,0.8379465440529812,0.2661780169806473,0.6176069028728461,0.23520837233950423,0.6135518222410453,0.20204399550661642,0.7308698175475032,0.15799032867550505,0.5268481721943241,0.1729853742496314,0.4349696928621896,0.16028875173474005,0.5228480865341574,0.1685476163646987,0.2717289267721077,0.2319544723669852,0.5516021041834438,0.1945900594778201,0.0505604640126545,0.2602057758918784,0.2638319515316523
48,0.8263833399782265,0.27383093415529364,0.6165808614198637,0.23964248055759063,0.6233632221988326,0.1950956659003987,0.7263092980698294,0.16113396870292068,0.5211723321653909,0.1677401014637038,0.43356402342383943,0.1617533699035941,0.5276698868403444,0.16124830694930894,0.6439017866895687,0.9545422996066624,0.4880009742377905,0.1382735764925824,0.1022162439141475,0.1068111467743323,0.2921325815655167
49,0.8423203856253066,0.2678559630853226,0.6020793396476894,0.2346195667847749,0.6131540071160985,0.19651654130792856,0.7282191473096918,0.15774781432388843,0.5288084335150793,0.1657214120562781,0.4362363318676712,0.16210018279877486,0.5227991082493498,0.1614212526552806,0.8977000427341417,0.6503674096745906,0.9340039117825673,0.0836010148629283,0.1990868268034964,0.1353488367127437,0.2409045832903519
